,Unnamed: 0,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
498,415,2,5,3.0,360.0,120.0,2-5*,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,416,2,5,9.0,1280.0,142.22222222222226,2-1-3-5*,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,1020,2,5,42.0,7750.0,184.52380952380955,2-1-3-11-10-9-6-14-5*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
501,1019,2,5,40.0,7750.0,193.75,2-1-3-11-10-9-7-5*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
502,417,2,6,8.0,740.0,92.5,2-5-14-6*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
503,418,2,6,9.0,1220.0,135.55555555555554,2-5-7-14-6*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,419,2,6,14.0,1940.0,138.57142857142858,2-1-3-5-14-6*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,425,2,6,49.0,7970.0,162.6530612244898,2-5-3-11-10-12-9-6*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
506,423,2,6,39.0,6550.0,167.94871794871798,2-5-3-11-10-9-6*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
507,426,2,6,49.0,8540.0,174.28571428571428,2-5-3-11-10-12-13-9-6*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
508,427,2,6,54.0,9540.0,176.66666666666663,2-5-3-11-10-12-9-7-14-6*,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
509,420,2,6,15.0,2700.0,180.0,2-1-3-5-7-14-6*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
510,424,2,6,44.0,8100.0,184.0909090909091,2-5-3-11-10-9-7-14-6*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
511,428,2,6,54.0,10120.0,187.40740740740745,2-5-3-11-10-12-13-9-7-14-6*,11.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
512,421,2,6,23.0,4830.0,210.0,2-5-14-7-9-6*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
513,1154,2,6,45.0,9480.0,210.66666666666663,2-1-3-11-10-9-7-5-14-6*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
514,1152,2,6,20.0,4830.0,241.5,2-5-7-9-6*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
515,422,2,6,29.0,7050.0,243.1034482758621,2-1-3-5-14-7-9-6*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
516,1153,2,6,26.0,7050.0,271.15384615384613,2-1-3-5-7-9-6*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
517,430,2,7,8.0,740.0,92.5,2-5-14-7*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
518,432,2,7,14.0,1940.0,138.57142857142858,2-1-3-5-14-7*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519,429,2,7,5.0,740.0,148.0,2-5-7*,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,435,2,7,50.0,7970.0,159.4,2-5-3-11-10-12-9-7*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
521,433,2,7,40.0,6550.0,163.75,2-5-3-11-10-9-7*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
522,436,2,7,50.0,8540.0,170.8,2-5-3-11-10-12-13-9-7*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
523,431,2,7,11.0,1940.0,176.36363636363637,2-1-3-5-7*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,437,2,7,53.0,9540.0,180.0,2-5-3-11-10-12-9-6-14-7*,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
525,434,2,7,43.0,8100.0,188.37209302325581,2-5-3-11-10-9-6-14-7*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
526,438,2,7,53.0,10120.0,190.9433962264151,2-5-3-11-10-12-13-9-6-14-7*,11.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
527,1212,2,7,23.0,4830.0,210.0,2-5-14-6-9-7*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
528,1213,2,7,29.0,7050.0,243.1034482758621,2-1-3-5-14-6-9-7*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
529,439,2,8,14.0,450.0,32.142857142857146,2-5-14-8*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
530,440,2,8,15.0,860.0,57.33333333333334,2-5-7-14-8*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
531,441,2,8,20.0,1430.0,71.5,2-1-3-5-14-8*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
532,442,2,8,21.0,2120.0,100.95238095238096,2-1-3-5-7-14-8*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
533,444,2,8,50.0,7030.0,140.6,2-5-3-11-10-9-7-14-8*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
534,447,2,8,60.0,8450.0,140.83333333333334,2-5-3-11-10-12-9-7-14-8*,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
535,445,2,8,59.0,8450.0,143.22033898305085,2-5-3-11-10-12-9-6-14-8*,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
536,443,2,8,49.0,7030.0,143.46938775510202,2-5-3-11-10-9-6-14-8*,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
537,448,2,8,60.0,9020.0,150.33333333333334,2-5-3-11-10-12-13-9-7-14-8*,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
538,446,2,8,59.0,9020.0,152.88135593220338,2-5-3-11-10-12-13-9-6-14-8*,11.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
539,1270,2,8,51.0,8260.0,161.9607843137255,2-1-3-11-10-9-7-5-14-8*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
540,1268,2,8,30.0,5260.0,175.33333333333337,2-5-7-9-6-14-8*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
541,1269,2,8,36.0,7540.0,209.44444444444446,2-1-3-5-7-9-6-14-8*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
542,1337,2,9,37.0,3860.0,104.32432432432432,2-1-4-3-11-10-9*,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
543,1336,2,9,30.0,3290.0,109.66666666666669,2-1-3-11-10-9*,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
544,1340,2,9,47.0,5260.0,111.91489361702128,2-1-4-3-11-10-12-9*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
545,1338,2,9,40.0,4680.0,117.0,2-1-3-11-10-12-9*,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
546,1341,2,9,47.0,5810.0,123.61702127659576,2-1-4-3-11-10-12-13-9*,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
547,1339,2,9,40.0,5230.0,130.75,2-1-3-11-10-12-13-9*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
548,458,2,9,42.0,6500.0,154.76190476190476,2-5-3-11-10-12-9*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
549,457,2,9,32.0,5100.0,159.375,2-5-3-11-10-9*,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
550,459,2,9,42.0,7060.0,168.0952380952381,2-5-3-11-10-12-13-9*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
551,452,2,9,16.0,3470.0,216.875,2-5-14-7-9*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
552,450,2,9,15.0,3470.0,231.33333333333331,2-5-14-6-9*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
553,456,2,9,22.0,5410.0,245.9090909090909,2-1-3-5-14-7-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
554,454,2,9,21.0,5410.0,257.6190476190476,2-1-3-5-14-6-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
555,449,2,9,13.0,3470.0,266.9230769230769,2-5-7-9*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
556,453,2,9,19.0,5410.0,284.7368421052632,2-1-3-5-7-9*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
557,451,2,9,16.0,4830.0,301.875,2-5-7-14-6-9*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
558,455,2,9,22.0,7050.0,320.45454545454544,2-1-3-5-7-14-6-9*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
559,465,2,10,25.0,760.0,30.4,2-1-3-11-10*,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
560,1453,2,10,32.0,1090.0,34.0625,2-1-4-3-11-10*,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
561,467,2,10,27.0,1070.0,39.629629629629626,2-5-3-11-10*,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
562,475,2,10,31.0,6160.0,198.70967741935485,2-5-14-7-9-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
563,472,2,10,30.0,6160.0,205.33333333333331,2-5-14-6-9-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
564,477,2,10,31.0,6720.0,216.7741935483871,2-5-14-7-9-13-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
565,470,2,10,28.0,6160.0,220.0,2-5-7-9-12-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
566,483,2,10,37.0,8260.0,223.24324324324328,2-1-3-5-14-7-9-12-10*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
567,473,2,10,30.0,6720.0,224.0,2-5-14-6-9-13-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
568,480,2,10,36.0,8260.0,229.44444444444446,2-1-3-5-14-6-9-12-10*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
569,463,2,10,21.0,4900.0,233.33333333333331,2-5-14-7-9-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
570,485,2,10,37.0,8840.0,238.9189189189189,2-1-3-5-14-7-9-13-12-10*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
571,471,2,10,28.0,6720.0,240.0,2-5-7-9-13-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
572,478,2,10,34.0,8260.0,242.94117647058826,2-1-3-5-7-9-12-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
573,461,2,10,20.0,4900.0,245.0,2-5-14-6-9-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
574,474,2,10,31.0,7610.0,245.4838709677419,2-5-7-14-6-9-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
575,481,2,10,36.0,8840.0,245.55555555555557,2-1-3-5-14-6-9-13-12-10*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
576,469,2,10,27.0,6960.0,257.77777777777777,2-1-3-5-14-7-9-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
577,479,2,10,34.0,8840.0,260.0,2-1-3-5-7-9-13-12-10*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
578,476,2,10,31.0,8180.0,263.8709677419355,2-5-7-14-6-9-13-12-10*,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
579,466,2,10,26.0,6960.0,267.6923076923077,2-1-3-5-14-6-9-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
580,482,2,10,37.0,9990.0,270.0,2-1-3-5-7-14-6-9-12-10*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
581,460,2,10,18.0,4900.0,272.22222222222223,2-5-7-9-10*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
582,484,2,10,37.0,10580.0,285.94594594594594,2-1-3-5-7-14-6-9-13-12-10*,11.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
583,464,2,10,24.0,6960.0,290.0,2-1-3-5-7-9-10*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
584,462,2,10,21.0,6330.0,301.42857142857144,2-5-7-14-6-9-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
585,468,2,10,27.0,8670.0,321.1111111111111,2-1-3-5-7-14-6-9-10*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
586,486,2,11,15.0,450.0,30.0,2-1-3-11*,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
587,1554,2,11,22.0,740.0,33.63636363636363,2-1-4-3-11*,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
588,487,2,11,17.0,680.0,40.0,2-5-3-11*,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
589,1557,2,11,31.0,5620.0,181.29032258064515,2-5-14-7-9-10-11*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
590,1556,2,11,30.0,5620.0,187.33333333333331,2-5-14-6-9-10-11*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
591,1555,2,11,28.0,5620.0,200.7142857142857,2-5-7-9-10-11*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
592,1560,2,11,37.0,7750.0,209.45945945945942,2-1-3-5-14-7-9-10-11*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
593,1559,2,11,36.0,7750.0,215.27777777777774,2-1-3-5-14-6-9-10-11*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
594,488,2,11,34.0,7750.0,227.94117647058826,2-1-3-5-7-9-10-11*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
595,1558,2,11,31.0,7070.0,228.06451612903226,2-5-7-14-6-9-10-11*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
596,1561,2,11,37.0,9480.0,256.2162162162162,2-1-3-5-7-14-6-9-10-11*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
597,504,2,12,30.0,1150.0,38.333333333333336,2-1-3-11-10-12*,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
598,1684,2,12,37.0,1490.0,40.270270270270274,2-1-4-3-11-10-12*,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
599,508,2,12,32.0,1470.0,45.9375,2-5-3-11-10-12*,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
600,1687,2,12,47.0,5260.0,111.91489361702128,2-1-4-3-11-10-9-12*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
601,515,2,12,40.0,4680.0,117.0,2-1-3-11-10-9-12*,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
602,1688,2,12,47.0,5810.0,123.61702127659576,2-1-4-3-11-10-9-13-12*,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
603,1685,2,12,40.0,5230.0,130.75,2-1-3-11-10-9-13-12*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
604,516,2,12,42.0,6500.0,154.76190476190476,2-5-3-11-10-9-12*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
605,1686,2,12,42.0,7060.0,168.0952380952381,2-5-3-11-10-9-13-12*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
606,496,2,12,26.0,4540.0,174.61538461538458,2-5-14-7-9-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
607,492,2,12,25.0,4540.0,181.6,2-5-14-6-9-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
608,500,2,12,26.0,5070.0,195.0,2-5-14-7-9-13-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
609,489,2,12,23.0,4540.0,197.3913043478261,2-5-7-9-12*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
610,494,2,12,25.0,5070.0,202.8,2-5-14-6-9-13-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
611,510,2,12,32.0,6520.0,203.75,2-1-3-5-14-7-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
612,505,2,12,31.0,6520.0,210.32258064516128,2-1-3-5-14-6-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
613,491,2,12,23.0,5070.0,220.43478260869568,2-5-7-9-13-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
614,514,2,12,32.0,7070.0,220.9375,2-1-3-5-14-7-9-13-12*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
615,501,2,12,29.0,6520.0,224.8275862068965,2-1-3-5-7-9-12*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
616,495,2,12,26.0,5920.0,227.6923076923077,2-5-7-14-6-9-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
617,507,2,12,31.0,7070.0,228.06451612903226,2-1-3-5-14-6-9-13-12*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
618,498,2,12,26.0,6160.0,236.9230769230769,2-5-14-7-9-10-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
619,503,2,12,29.0,7070.0,243.79310344827587,2-1-3-5-7-9-13-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
620,493,2,12,25.0,6160.0,246.4,2-5-14-6-9-10-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
621,499,2,12,26.0,6460.0,248.46153846153842,2-5-7-14-6-9-13-12*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
622,509,2,12,32.0,8180.0,255.625,2-1-3-5-7-14-6-9-12*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
623,512,2,12,32.0,8260.0,258.125,2-1-3-5-14-7-9-10-12*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
624,506,2,12,31.0,8260.0,266.45161290322585,2-1-3-5-14-6-9-10-12*,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
625,490,2,12,23.0,6160.0,267.82608695652175,2-5-7-9-10-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
626,513,2,12,32.0,8740.0,273.125,2-1-3-5-7-14-6-9-13-12*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
627,502,2,12,29.0,8260.0,284.82758620689657,2-1-3-5-7-9-10-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
628,497,2,12,26.0,7610.0,292.6923076923077,2-5-7-14-6-9-10-12*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
629,511,2,12,32.0,9990.0,312.1875,2-1-3-5-7-14-6-9-10-12*,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
630,537,2,13,34.0,1630.0,47.941176470588225,2-5-3-11-10-12-13*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
631,1780,2,13,45.0,4320.0,96.0,2-1-4-3-11-10-9-13*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
