,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
236,1,7,16.0,1570.0,98.125,1-4-3-5-7*,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,1,7,12.0,1280.0,106.66666666666667,1-3-5-14-7*,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,1,7,10.0,1380.0,138.0,1-2-5-14-7*,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,1,7,9.0,1280.0,142.22222222222223,1-3-5-7*,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1,7,42.0,7750.0,184.52380952380952,1-2-5-3-11-10-9-7*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
232,1,7,7.0,1380.0,197.14285714285714,1-2-5-7*,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,1,7,27.0,6120.0,226.66666666666666,1-3-5-14-6-9-7*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1210,1,7,25.0,5910.0,236.4,1-2-5-14-6-9-7*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
248,1,8,25.0,1180.0,47.2,1-4-3-5-14-8*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
246,1,8,18.0,920.0,51.111111111111114,1-3-5-14-8*,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
244,1,8,16.0,940.0,58.75,1-2-5-14-8*,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
249,1,8,26.0,1740.0,66.92307692307692,1-4-3-5-7-14-8*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
247,1,8,19.0,1430.0,75.26315789473684,1-3-5-7-14-8*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
245,1,8,17.0,1530.0,90.0,1-2-5-7-14-8*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1266,1,8,34.0,6580.0,193.52941176470588,1-3-5-7-9-6-14-8*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1265,1,8,32.0,6370.0,199.0625,1-2-5-7-9-6-14-8*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1331,1,9,35.0,3470.0,99.14285714285714,1-4-3-11-10-9*,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1334,1,9,45.0,4850.0,107.77777777777777,1-4-3-11-10-12-9*,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1330,1,9,28.0,3020.0,107.85714285714286,1-3-11-10-9*,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1332,1,9,38.0,4390.0,115.52631578947368,1-3-11-10-12-9*,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1335,1,9,45.0,5390.0,119.77777777777777,1-4-3-11-10-12-13-9*,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1333,1,9,38.0,4930.0,129.73684210526315,1-3-11-10-12-13-9*,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
269,1,9,44.0,7540.0,171.36363636363637,1-2-5-3-11-10-12-9*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
268,1,9,34.0,6120.0,180.0,1-2-5-3-11-10-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
267,1,9,27.0,5190.0,192.22222222222223,1-4-3-5-14-7-9*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
265,1,9,26.0,5190.0,199.6153846153846,1-4-3-5-14-6-9*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
264,1,9,24.0,5190.0,216.25,1-4-3-5-7-9*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
263,1,9,20.0,4660.0,233.0,1-3-5-14-7-9*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
260,1,9,18.0,4370.0,242.77777777777777,1-2-5-14-7-9*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
261,1,9,19.0,4660.0,245.26315789473685,1-3-5-14-6-9*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
266,1,9,27.0,6700.0,248.14814814814815,1-4-3-5-7-14-6-9*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
258,1,9,17.0,4370.0,257.05882352941177,1-2-5-14-6-9*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
257,1,9,17.0,4660.0,274.11764705882354,1-3-5-7-9*,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
256,1,9,15.0,4370.0,291.3333333333333,1-2-5-7-9*,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
262,1,9,20.0,6120.0,306.0,1-3-5-7-14-6-9*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
259,1,9,18.0,5910.0,328.3333333333333,1-2-5-7-14-6-9*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275,1,10,23.0,580.0,25.217391304347824,1-3-11-10*,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
283,1,10,30.0,790.0,26.333333333333332,1-4-3-11-10*,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
281,1,10,29.0,1830.0,63.10344827586207,1-2-5-3-11-10*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
302,1,10,39.0,8030.0,205.89743589743588,1-4-3-5-7-9-12-10*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
289,1,10,32.0,6740.0,210.625,1-4-3-5-14-7-9-10*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
299,1,10,35.0,7450.0,212.85714285714286,1-3-5-14-7-9-12-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
293,1,10,33.0,7120.0,215.75757575757575,1-2-5-14-7-9-12-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
285,1,10,31.0,6740.0,217.41935483870967,1-4-3-5-14-6-9-10*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
296,1,10,34.0,7450.0,219.11764705882354,1-3-5-14-6-9-12-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
287,1,10,32.0,7120.0,222.5,1-2-5-14-6-9-12-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
280,1,10,29.0,6740.0,232.41379310344828,1-4-3-5-7-9-10*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
286,1,10,32.0,7450.0,232.8125,1-3-5-7-9-12-10*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
282,1,10,30.0,7120.0,237.33333333333334,1-2-5-7-9-12-10*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
279,1,10,25.0,6170.0,246.8,1-3-5-14-7-9-10*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
290,1,10,32.0,8020.0,250.625,1-3-5-7-9-13-12-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
276,1,10,23.0,5840.0,253.91304347826087,1-2-5-14-7-9-10*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
284,1,10,30.0,7690.0,256.3333333333333,1-2-5-7-9-13-12-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
277,1,10,24.0,6170.0,257.0833333333333,1-3-5-14-6-9-10*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
273,1,10,22.0,5840.0,265.45454545454544,1-2-5-14-6-9-10*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
272,1,10,22.0,6170.0,280.45454545454544,1-3-5-7-9-10*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
271,1,10,20.0,5840.0,292.0,1-2-5-7-9-10*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
278,1,10,25.0,7700.0,308.0,1-3-5-7-14-6-9-10*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
274,1,10,23.0,7450.0,323.9130434782609,1-2-5-7-14-6-9-10*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
310,1,11,13.0,310.0,23.846153846153847,1-3-11*,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
312,1,11,20.0,480.0,24.0,1-4-3-11*,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
311,1,11,19.0,1400.0,73.6842105263158,1-2-5-3-11*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
314,1,11,39.0,7540.0,193.33333333333334,1-4-3-5-7-9-10-11*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1552,1,11,35.0,6940.0,198.28571428571428,1-3-5-14-7-9-10-11*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1549,1,11,33.0,6580.0,199.3939393939394,1-2-5-14-7-9-10-11*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1551,1,11,34.0,6940.0,204.11764705882354,1-3-5-14-6-9-10-11*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1548,1,11,32.0,6580.0,205.625,1-2-5-14-6-9-10-11*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
313,1,11,32.0,6940.0,216.875,1-3-5-7-9-10-11*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1547,1,11,30.0,6580.0,219.33333333333334,1-2-5-7-9-10-11*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
344,1,12,35.0,1170.0,33.42857142857143,1-4-3-11-10-12*,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
325,1,12,28.0,950.0,33.92857142857143,1-3-11-10-12*,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
341,1,12,34.0,2250.0,66.17647058823529,1-2-5-3-11-10-12*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
356,1,12,45.0,4850.0,107.77777777777777,1-4-3-11-10-9-12*,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
354,1,12,38.0,4390.0,115.52631578947368,1-3-11-10-9-12*,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1683,1,12,45.0,5390.0,119.77777777777777,1-4-3-11-10-9-13-12*,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1681,1,12,38.0,4930.0,129.73684210526315,1-3-11-10-9-13-12*,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
349,1,12,37.0,6290.0,170.0,1-4-3-5-14-7-9-12*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
355,1,12,44.0,7540.0,171.36363636363637,1-2-5-3-11-10-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
345,1,12,36.0,6290.0,174.72222222222223,1-4-3-5-14-6-9-12*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
340,1,12,34.0,6290.0,185.0,1-4-3-5-7-9-12*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
335,1,12,30.0,5750.0,191.66666666666666,1-3-5-14-7-9-12*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
326,1,12,28.0,5460.0,195.0,1-2-5-14-7-9-12*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
331,1,12,29.0,5750.0,198.27586206896552,1-3-5-14-6-9-12*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
343,1,12,34.0,6830.0,200.88235294117646,1-4-3-5-7-9-13-12*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
319,1,12,27.0,5460.0,202.22222222222223,1-2-5-14-6-9-12*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
339,1,12,30.0,6290.0,209.66666666666666,1-3-5-14-7-9-13-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
318,1,12,27.0,5750.0,212.96296296296296,1-3-5-7-9-12*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
330,1,12,28.0,6000.0,214.28571428571428,1-2-5-14-7-9-13-12*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
333,1,12,29.0,6290.0,216.89655172413794,1-3-5-14-6-9-13-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
315,1,12,25.0,5460.0,218.4,1-2-5-7-9-12*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
323,1,12,27.0,6000.0,222.22222222222223,1-2-5-14-6-9-13-12*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
322,1,12,27.0,6290.0,232.96296296296296,1-3-5-7-9-13-12*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
342,1,12,34.0,8030.0,236.1764705882353,1-4-3-5-7-9-10-12*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
317,1,12,25.0,6000.0,240.0,1-2-5-7-9-13-12*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
334,1,12,30.0,7230.0,241.0,1-3-5-7-14-6-9-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
337,1,12,30.0,7450.0,248.33333333333334,1-3-5-14-7-9-10-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
324,1,12,28.0,7020.0,250.71428571428572,1-2-5-7-14-6-9-12*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
328,1,12,28.0,7120.0,254.28571428571428,1-2-5-14-7-9-10-12*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
332,1,12,29.0,7450.0,256.8965517241379,1-3-5-14-6-9-10-12*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
321,1,12,27.0,7120.0,263.7037037037037,1-2-5-14-6-9-10-12*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
320,1,12,27.0,7450.0,275.9259259259259,1-3-5-7-9-10-12*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
316,1,12,25.0,7120.0,284.8,1-2-5-7-9-10-12*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
385,1,13,36.0,2420.0,67.22222222222223,1-2-5-3-11-10-12-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1774,1,13,43.0,3920.0,91.16279069767442,1-4-3-11-10-9-13*,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1772,1,13,36.0,3470.0,96.38888888888889,1-3-11-10-9-13*,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1777,1,13,53.0,5390.0,101.69811320754717,1-4-3-11-10-12-9-13*,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1775,1,13,46.0,4930.0,107.17391304347827,1-3-11-10-12-9-13*,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1776,1,13,47.0,5390.0,114.68085106382979,1-4-3-11-10-9-12-13*,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1773,1,13,40.0,4930.0,123.25,1-3-11-10-9-12-13*,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
394,1,13,42.0,6600.0,157.14285714285714,1-2-5-3-11-10-9-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
384,1,13,35.0,5640.0,161.14285714285714,1-4-3-5-14-7-9-13*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
382,1,13,34.0,5640.0,165.88235294117646,1-4-3-5-14-6-9-13*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
377,1,13,32.0,5640.0,176.25,1-4-3-5-7-9-13*,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
366,1,13,28.0,5110.0,182.5,1-3-5-14-7-9-13*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
361,1,13,26.0,4820.0,185.3846153846154,1-2-5-14-7-9-13*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
363,1,13,27.0,5110.0,189.25925925925927,1-3-5-14-6-9-13*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
386,1,13,36.0,6830.0,189.72222222222223,1-4-3-5-7-9-12-13*,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
359,1,13,25.0,4820.0,192.8,1-2-5-14-6-9-13*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
379,1,13,32.0,6290.0,196.5625,1-3-5-14-7-9-12-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
372,1,13,30.0,6000.0,200.0,1-2-5-14-7-9-12-13*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
375,1,13,31.0,6290.0,202.90322580645162,1-3-5-14-6-9-12-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
358,1,13,25.0,5110.0,204.4,1-3-5-7-9-13*,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
368,1,13,29.0,6000.0,206.89655172413794,1-2-5-14-6-9-12-13*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
357,1,13,23.0,4820.0,209.56521739130434,1-2-5-7-9-13*,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
367,1,13,29.0,6290.0,216.89655172413794,1-3-5-7-9-12-13*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
362,1,13,27.0,6000.0,222.22222222222223,1-2-5-7-9-12-13*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
365,1,13,28.0,6580.0,235.0,1-3-5-7-14-6-9-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
360,1,13,26.0,6370.0,245.0,1-2-5-7-14-6-9-13*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
369,1,13,29.0,8020.0,276.55172413793105,1-3-5-7-9-10-12-13*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
364,1,13,27.0,7690.0,284.81481481481484,1-2-5-7-9-10-12-13*,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
401,1,14,17.0,1040.0,61.1764705882353,1-4-3-5-14*,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,1,14,10.0,800.0,80.0,1-3-5-14*,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,1,14,18.0,1570.0,87.22222222222223,1-4-3-5-7-14*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,1,14,8.0,820.0,102.5,1-2-5-14*,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,1,14,11.0,1280.0,116.36363636363636,1-3-5-7-14*,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,1,14,9.0,1380.0,153.33333333333334,1-2-5-7-14*,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1880,1,14,41.0,6940.0,169.26829268292684,1-3-11-10-9-7-5-14*,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1879,1,14,26.0,6120.0,235.3846153846154,1-3-5-7-9-6-14*,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
