"","Iteration","f1_TRT","f2_ATT","Temperature","C_epoch_number","L_iteration_per_epoch","A_num_accepted_moves_per_epoch","eps_num_epochs_without_accepting_solution"
"9265",249,131,7.97489539748954,236.495665882299,74,249,0,1
"9266",250,128,7.99581589958159,236.495665882299,74,250,0,1
"9267",251,126,8.10460251046025,236.495665882299,74,251,0,1
"9268",252,121,8.72719665271967,236.495665882299,74,252,0,1
"9269",253,125,8.59330543933054,236.495665882299,74,253,0,1
"9270",254,128,8.57238493723849,236.495665882299,74,254,0,1
"9271",255,131,8.27531380753138,236.495665882299,74,255,0,1
"9272",256,134,8.27531380753138,236.495665882299,74,256,0,1
"9273",257,138,8.27531380753138,236.495665882299,74,257,0,1
"9274",258,135,8.37991631799163,236.495665882299,74,258,0,1
"9275",259,140,8.30543933054393,236.495665882299,74,259,0,1
"9276",260,136,8.33054393305439,236.495665882299,74,260,0,1
"9277",261,133,8.33054393305439,236.495665882299,74,261,0,1
"9278",262,136,8.22594142259414,236.495665882299,74,262,0,1
"9279",263,140,7.82092050209205,236.495665882299,74,263,0,1
"9280",264,136,8.22594142259414,236.495665882299,74,264,0,1
"9281",265,132,8.22594142259414,236.495665882299,74,265,0,1
"9282",266,129,8.33054393305439,236.495665882299,74,266,0,1
"9283",267,124,8.40502092050209,236.495665882299,74,267,0,1
"9284",268,127,8.37154811715481,236.495665882299,74,268,0,1
"9285",269,131,7.81589958158996,236.495665882299,74,269,0,1
"9286",270,135,7.79916317991632,236.495665882299,74,270,0,1
"9287",271,135,7.79916317991632,236.495665882299,74,271,0,1
"9288",272,132,8.22092050209205,236.495665882299,74,272,0,1
"9289",273,135,8.05355648535565,236.495665882299,74,273,0,1
"9290",274,132,8.05355648535565,236.495665882299,74,274,0,1
"9291",275,136,8.05355648535565,236.495665882299,74,275,0,1
"9292",276,140,8.05355648535565,236.495665882299,74,276,0,1
"9293",277,142,7.32719665271967,236.495665882299,74,277,0,1
"9294",278,150,7.20167364016736,236.495665882299,74,278,0,1
"9295",279,155,7.13054393305439,236.495665882299,74,279,0,1
"9296",280,160,7.04686192468619,236.495665882299,74,280,0,1
"9297",281,160,7.04686192468619,236.495665882299,74,281,0,1
"9298",282,164,7.04686192468619,236.495665882299,74,282,0,1
"9299",283,164,7.04686192468619,236.495665882299,74,283,0,1
"9300",284,160,7.04686192468619,236.495665882299,74,284,0,1
"9301",285,163,6.94058577405858,236.495665882299,74,285,0,1
"9302",286,165,6.781589958159,236.495665882299,74,286,0,1
"9303",287,161,6.781589958159,236.495665882299,74,287,0,1
"9304",288,161,6.781589958159,236.495665882299,74,288,0,1
"9305",289,156,6.86945606694561,236.495665882299,74,289,0,1
"9306",290,161,6.86945606694561,236.495665882299,74,290,0,1
"9307",291,158,7.03682008368201,236.495665882299,74,291,0,1
"9308",292,164,6.46443514644352,236.495665882299,74,292,0,1
"9309",293,160,6.48535564853557,236.495665882299,74,293,0,1
"9310",294,160,6.48535564853557,236.495665882299,74,294,0,1
"9311",295,163,6.30125523012552,236.495665882299,74,295,0,1
"9312",296,166,6.30125523012552,236.495665882299,74,296,0,1
"9313",297,171,6.33891213389121,236.495665882299,74,297,0,1
"9314",298,173,6.33891213389121,236.495665882299,74,298,0,1
"9315",299,171,6.33891213389121,236.495665882299,74,299,0,1
"9316",300,173,6.33891213389121,236.495665882299,74,300,0,1
"9317",301,173,6.33891213389121,236.495665882299,74,301,0,1
"9318",302,173,6.33891213389121,236.495665882299,74,302,0,1
"9319",303,173,6.33891213389121,236.495665882299,74,303,0,1
"9320",304,164,5.87866108786611,236.495665882299,74,304,0,1
"9321",305,167,5.87866108786611,236.495665882299,74,305,0,1
"9322",306,164,6.02092050209205,236.495665882299,74,306,0,1
"9323",307,156,6.16317991631799,236.495665882299,74,307,0,1
"9324",308,158,6.16317991631799,236.495665882299,74,308,0,1
"9325",309,155,6.40585774058577,236.495665882299,74,309,0,1
"9326",310,152,6.40585774058577,236.495665882299,74,310,0,1
"9327",311,147,6.74058577405858,236.495665882299,74,311,0,1
"9328",312,144,6.78242677824268,236.495665882299,74,312,0,1
"9329",313,147,6.74058577405858,236.495665882299,74,313,0,1
"9330",314,144,7.01004184100418,236.495665882299,74,314,0,1
"9331",315,141,7.01004184100418,236.495665882299,74,315,0,1
"9332",316,138,7.01004184100418,236.495665882299,74,316,0,1
"9333",317,142,6.88870292887029,236.495665882299,74,317,0,1
"9334",318,139,6.88870292887029,236.495665882299,74,318,0,1
"9335",319,136,7.15648535564854,236.495665882299,74,319,0,1
"9336",320,141,6.58828451882845,236.495665882299,74,320,0,1
"9337",321,147,6.58828451882845,236.495665882299,74,321,0,1
"9338",322,144,6.61757322175732,236.495665882299,74,322,0,1
"9339",323,150,6.61757322175732,236.495665882299,74,323,0,1
"9340",324,153,6.34979079497908,236.495665882299,74,324,0,1
"9341",325,147,6.34979079497908,236.495665882299,74,325,0,1
"9342",326,143,6.47531380753138,236.495665882299,74,326,0,1
"9343",327,140,6.72217573221757,236.495665882299,74,327,0,1
"9344",328,145,6.72217573221757,236.495665882299,74,328,0,1
"9345",329,140,6.72217573221757,236.495665882299,74,329,0,1
"9346",330,135,6.72217573221757,236.495665882299,74,330,0,1
"9347",331,129,6.72217573221757,236.495665882299,74,331,0,1
"9348",332,132,6.72217573221757,236.495665882299,74,332,0,1
"9349",333,127,6.72217573221757,236.495665882299,74,333,0,1
"9350",334,125,6.72217573221757,236.495665882299,74,334,0,1
"9351",335,128,6.72217573221757,236.495665882299,74,335,0,1
"9352",336,138,6.34979079497908,236.495665882299,74,336,0,1
"9353",337,134,6.34979079497908,236.495665882299,74,337,0,1
"9354",338,131,6.4418410041841,236.495665882299,74,338,0,1
"9355",339,134,6.3581589958159,236.495665882299,74,339,0,1
"9356",340,134,6.3581589958159,236.495665882299,74,340,0,1
"9357",341,132,6.50041841004184,236.495665882299,74,341,0,1
"9358",342,129,6.50041841004184,236.495665882299,74,342,0,1
"9359",343,126,6.61757322175732,236.495665882299,74,343,0,1
"9360",344,124,6.68033472803347,236.495665882299,74,344,0,1
"9361",345,121,7.12803347280335,236.495665882299,74,345,0,1
"9362",346,116,7.72970711297071,236.495665882299,74,346,0,1
"9363",347,113,8.25774058577406,236.495665882299,74,347,0,1
"9364",348,118,7.57238493723849,236.495665882299,74,348,0,1
"9365",349,107,7.61589958158996,236.495665882299,74,349,0,1
"9366",350,105,7.61589958158996,236.495665882299,74,350,0,1
"9367",351,100,7.64518828451883,236.495665882299,74,351,0,1
"9368",352,98,7.76234309623431,236.495665882299,74,352,0,1
"9369",353,93,7.89372384937239,236.495665882299,74,353,0,1
"9370",354,96,7.64267782426778,236.495665882299,74,354,0,1
"9371",355,99,7.64769874476987,236.495665882299,74,355,0,1
"9372",356,102,7.46025104602511,236.495665882299,74,356,0,1
"9373",357,99,7.46025104602511,236.495665882299,74,357,0,1
"9374",358,104,7.34309623430962,236.495665882299,74,358,0,1
"9375",359,110,7.04435146443515,236.495665882299,74,359,0,1
"9376",360,115,6.98242677824268,236.495665882299,74,360,0,1
"9377",361,113,6.98242677824268,236.495665882299,74,361,0,1
"9378",362,113,6.98242677824268,236.495665882299,74,362,0,1
"9379",363,113,6.98242677824268,236.495665882299,74,363,0,1
"9380",364,108,7.04435146443515,236.495665882299,74,364,0,1
"9381",365,114,7.04435146443515,236.495665882299,74,365,0,1
"9382",366,116,7.00167364016736,236.495665882299,74,366,0,1
"9383",367,113,7.1020920502092,236.495665882299,74,367,0,1
"9384",368,116,7.1020920502092,236.495665882299,74,368,0,1
"9385",369,119,7.1020920502092,236.495665882299,74,369,0,1
"9386",370,117,7.43682008368201,236.495665882299,74,370,0,1
"9387",371,115,7.70878661087866,236.495665882299,74,371,0,1
"9388",372,118,7.62510460251046,236.495665882299,74,372,0,1
"9389",373,121,7.60836820083682,236.495665882299,74,373,0,1
"9390",374,115,7.60836820083682,236.495665882299,74,374,0,1
"9391",375,112,7.73389121338912,236.495665882299,74,375,0,1
"9392",376,116,7.69205020920502,236.495665882299,74,376,0,1
"9393",377,113,7.72887029288703,236.495665882299,74,377,0,1
"9394",378,111,8.35481171548117,236.495665882299,74,378,0,1
"9395",379,108,8.43849372384937,236.495665882299,74,379,0,1
"9396",380,111,8.31799163179916,236.495665882299,74,380,0,1
"9397",381,103,8.31799163179916,236.495665882299,74,381,0,1
"9398",382,97,8.62510460251046,236.495665882299,74,382,0,1
"9399",383,99,8.08284518828452,236.495665882299,74,383,0,1
"9400",384,107,8.08284518828452,236.495665882299,74,384,0,1
"9401",385,110,7.50543933054393,236.495665882299,74,385,0,1
"9402",386,107,7.54560669456067,236.495665882299,74,386,0,1
"9403",387,109,7.04769874476987,236.495665882299,74,387,0,1
"9404",388,113,6.80585774058577,236.495665882299,74,388,0,1
"9405",389,116,6.60083682008368,236.495665882299,74,389,0,1
"9406",390,121,6.43347280334728,236.495665882299,74,390,0,1
"9407",391,118,6.5673640167364,236.495665882299,74,391,0,1
"9408",392,121,6.52719665271966,236.495665882299,74,392,0,1
"9409",393,124,6.52719665271966,236.495665882299,74,393,0,1
"9410",394,121,6.8326359832636,236.495665882299,74,394,0,1
"9411",395,118,6.87280334728033,236.495665882299,74,395,0,1
"9412",396,114,6.93138075313808,236.495665882299,74,396,0,1
"9413",397,110,7.4,236.495665882299,74,397,0,1
"9414",398,107,7.4,236.495665882299,74,398,0,1
"9415",399,103,7.66276150627615,236.495665882299,74,399,0,1
"9416",400,101,7.66276150627615,236.495665882299,74,400,0,1
"9417",401,105,7.45439330543933,236.495665882299,74,401,0,1
"9418",402,108,7.33054393305439,236.495665882299,74,402,0,1
"9419",403,110,6.85774058577406,236.495665882299,74,403,0,1
"9420",404,107,6.85774058577406,236.495665882299,74,404,0,1
"9421",405,104,6.981589958159,236.495665882299,74,405,0,1
"9422",406,99,7.15732217573222,236.495665882299,74,406,0,1
"9423",407,102,7.0418410041841,236.495665882299,74,407,0,1
"9424",408,105,7.0418410041841,236.495665882299,74,408,0,1
"9425",409,103,8.31966527196653,236.495665882299,74,409,0,1
"9426",410,98,8.31966527196653,236.495665882299,74,410,0,1
"9427",411,100,8.31966527196653,236.495665882299,74,411,0,1
"9428",412,105,7.75313807531381,236.495665882299,74,412,0,1
"9429",413,100,7.84518828451883,236.495665882299,74,413,0,1
"9430",414,103,7.64853556485356,236.495665882299,74,414,0,1
"9431",415,106,6.51882845188284,236.495665882299,74,415,0,1
"9432",416,108,6.51882845188284,236.495665882299,74,416,0,1
"9433",417,104,6.57740585774059,236.495665882299,74,417,0,1
"9434",418,102,6.73221757322176,236.495665882299,74,418,0,1
"9435",419,105,6.73221757322176,236.495665882299,74,419,0,1
"9436",420,108,6.73221757322176,236.495665882299,74,420,0,1
"9437",421,106,7.40167364016736,236.495665882299,74,421,0,1
"9438",422,103,8.15481171548117,236.495665882299,74,422,0,1
"9439",423,100,8.17154811715481,236.495665882299,74,423,0,1
"9440",424,97,8.79497907949791,236.495665882299,74,424,0,1
"9441",425,95,9.69456066945607,236.495665882299,74,425,0,1
"9442",426,92,9.96485355648536,236.495665882299,74,426,0,1
"9443",427,90,10.6912133891213,236.495665882299,74,427,0,1
"9444",428,89,10.5949790794979,236.495665882299,74,428,0,1
"9445",429,86,10.5949790794979,236.495665882299,74,429,0,1
"9446",430,88,10.3230125523013,236.495665882299,74,430,0,1
"9447",431,105,8.89707112970711,236.495665882299,74,431,0,1
"9448",432,100,8.92635983263598,236.495665882299,74,432,0,1
"9449",433,105,8.89707112970711,236.495665882299,74,433,0,1
"9450",434,100,8.92635983263598,236.495665882299,74,434,0,1
"9451",435,105,8.71715481171548,236.495665882299,74,435,0,1
"9452",436,110,8.68786610878661,236.495665882299,74,436,0,1
"9453",437,107,8.68786610878661,236.495665882299,74,437,0,1
"9454",438,105,8.68786610878661,236.495665882299,74,438,0,1
"9455",439,103,6.61506276150628,236.495665882299,74,439,0,1
"9456",440,98,6.61506276150628,236.495665882299,74,440,0,1
"9457",441,98,6.61506276150628,236.495665882299,74,441,0,1
"9458",442,102,6.43933054393305,236.495665882299,74,442,0,1
"9459",443,107,6.43933054393305,236.495665882299,74,443,0,1
"9460",444,109,6.35983263598326,236.495665882299,74,444,0,1
"9461",445,112,6.17573221757322,236.495665882299,74,445,0,1
"9462",446,109,6.34811715481172,236.495665882299,74,446,0,1
"9463",447,104,6.54058577405858,236.495665882299,74,447,0,1
"9464",448,109,6.54058577405858,236.495665882299,74,448,0,1
"9465",449,106,6.98075313807531,236.495665882299,74,449,0,1
"9466",450,103,6.98075313807531,236.495665882299,74,450,0,1
"9467",451,100,7.14811715481172,236.495665882299,74,451,0,1
"9468",452,105,7.14811715481172,236.495665882299,74,452,0,1
"9469",453,108,6.35899581589958,236.495665882299,74,453,0,1
"9470",454,105,6.35899581589958,236.495665882299,74,454,0,1
"9471",455,103,6.6602510460251,236.495665882299,74,455,0,1
"9472",456,100,6.84016736401674,236.495665882299,74,456,0,1
"9473",457,103,6.46359832635983,236.495665882299,74,457,0,1
"9474",458,105,6.46359832635983,236.495665882299,74,458,0,1
"9475",459,103,6.46359832635983,236.495665882299,74,459,0,1
"9476",460,106,6.46359832635983,236.495665882299,74,460,0,1
"9477",461,100,6.57238493723849,236.495665882299,74,461,0,1
"9478",462,104,6.57238493723849,236.495665882299,74,462,0,1
"9479",463,102,6.76485355648536,236.495665882299,74,463,0,1
"9480",464,99,6.76485355648536,236.495665882299,74,464,0,1
"9481",465,99,6.76485355648536,236.495665882299,74,465,0,1
"9482",466,95,7.618410041841,236.495665882299,74,466,0,1
"9483",467,92,7.63933054393305,236.495665882299,74,467,0,1
"9484",468,89,7.63933054393305,236.495665882299,74,468,0,1
"9485",469,91,7.51799163179916,236.495665882299,74,469,0,1
"9486",470,94,7.43430962343096,236.495665882299,74,470,0,1
"9487",471,91,7.58075313807531,236.495665882299,74,471,0,1
"9488",472,88,7.58075313807531,236.495665882299,74,472,0,1
"9489",473,91,7.58075313807531,236.495665882299,74,473,0,1
"9490",474,95,7.58075313807531,236.495665882299,74,474,0,1
"9491",475,90,7.781589958159,236.495665882299,74,475,0,1
"9492",476,96,7.618410041841,236.495665882299,74,476,0,1
"9493",477,94,7.618410041841,236.495665882299,74,477,0,1
"9494",478,102,7.59748953974895,236.495665882299,74,478,0,1
"9495",479,103,7.94644351464435,236.495665882299,74,479,0,1
"9496",480,97,8.10962343096234,236.495665882299,74,480,0,1
"9497",481,100,7.50794979079498,236.495665882299,74,481,0,1
"9498",482,92,7.52887029288703,236.495665882299,74,482,0,1
"9499",483,96,7.52887029288703,236.495665882299,74,483,0,1
"9500",484,99,7.28702928870293,236.495665882299,74,484,0,1
"9501",485,94,7.28702928870293,236.495665882299,74,485,0,1
"9502",486,100,7.19916317991632,236.495665882299,74,486,0,1
"9503",487,95,7.20334728033473,236.495665882299,74,487,0,1
"9504",488,96,7.40334728033473,236.495665882299,74,488,0,1
"9505",489,93,8.35564853556485,236.495665882299,74,489,0,1
"9506",490,83,9.13723849372385,236.495665882299,74,490,0,1
"9507",491,85,11.002510460251,236.495665882299,74,491,0,1
"9508",492,88,10.9857740585774,236.495665882299,74,492,0,1
"9509",493,83,11.110460251046,236.495665882299,74,493,0,1
"9510",494,88,10.1732217573222,236.495665882299,74,494,0,1
"9511",495,93,8.96903765690377,236.495665882299,74,495,0,1
"9512",496,91,8.96903765690377,236.495665882299,74,496,0,1
"9513",497,94,8.16066945606695,236.495665882299,74,497,0,1
"9514",498,90,8.49539748953975,236.495665882299,74,498,0,1
"9515",499,97,6.46778242677824,236.495665882299,74,499,0,1
"9516",500,105,7.61589958158996,236.495665882299,74,500,0,1
"9517",501,100,8.02426778242678,236.495665882299,74,501,0,1
"9518",502,105,7.49037656903766,236.495665882299,74,502,0,1
"9519",503,87,6.32384937238494,236.495665882299,74,503,0,1
"9520",504,95,7.1163179916318,236.495665882299,74,504,1,0
"9521",505,91,7.1163179916318,236.495665882299,74,505,1,0
"9522",506,88,7.17907949790795,236.495665882299,74,506,1,0
"9523",507,82,7.39246861924686,236.495665882299,74,507,1,0
"9524",508,79,7.84853556485356,236.495665882299,74,508,1,0
"9525",509,83,7.77322175732218,236.495665882299,74,509,1,0
"9526",510,85,7.75648535564854,236.495665882299,74,510,1,0
"9527",511,88,7.74393305439331,236.495665882299,74,511,1,0
"9528",512,91,7.6602510460251,236.495665882299,74,512,1,0
"9529",513,94,7.59748953974895,236.495665882299,74,513,1,0
"9530",514,97,7.2836820083682,236.495665882299,74,514,1,0
"9531",515,94,7.59748953974895,236.495665882299,74,515,1,0
"9532",516,89,8.42594142259414,236.495665882299,74,516,1,0
"9533",517,92,7.94476987447699,236.495665882299,74,517,1,0
"9534",518,87,8.02845188284519,236.495665882299,74,518,1,0
"9535",519,89,7.14728033472803,236.495665882299,74,519,1,0
"9536",520,90,8.16401673640167,236.495665882299,74,520,1,0
"9537",521,86,8.1765690376569,236.495665882299,74,521,1,0
"9538",522,82,8.23933054393305,236.495665882299,74,522,1,0
"9539",523,87,9.35481171548117,236.495665882299,74,523,1,0
"9540",524,90,9.35481171548117,236.495665882299,74,524,1,0
"9541",525,87,9.90209205020921,236.495665882299,74,525,1,0
"9542",526,82,9.93305439330544,236.495665882299,74,526,1,0
"9543",527,87,9.90209205020921,236.495665882299,74,527,1,0
"9544",528,93,9.44769874476988,236.495665882299,74,528,1,0
"9545",529,91,9.79163179916318,236.495665882299,74,529,1,0
"9546",530,97,9.64518828451883,236.495665882299,74,530,1,0
"9547",531,99,8.54979079497908,236.495665882299,74,531,1,0
"9548",532,101,8.15397489539749,236.495665882299,74,532,1,0
"9549",533,104,8.14560669456067,236.495665882299,74,533,1,0
"9550",534,108,8.06192468619247,236.495665882299,74,534,1,0
"9551",535,102,8.08284518828452,236.495665882299,74,535,1,0
"9552",536,104,8.08284518828452,236.495665882299,74,536,1,0
"9553",537,112,8.04518828451883,236.495665882299,74,537,1,0
"9554",538,110,8.19163179916318,236.495665882299,74,538,1,0
"9555",539,115,8.19163179916318,236.495665882299,74,539,1,0
"9556",540,107,8.22928870292887,236.495665882299,74,540,1,0
"9557",541,103,8.31297071129707,236.495665882299,74,541,1,0
"9558",542,100,8.32133891213389,236.495665882299,74,542,1,0
"9559",543,95,9.52468619246862,236.495665882299,74,543,1,0
"9560",544,99,8.54225941422594,236.495665882299,74,544,1,0
"9561",545,102,8.54225941422594,236.495665882299,74,545,1,0
"9562",546,100,8.54225941422594,236.495665882299,74,546,1,0
"9563",547,106,8.39163179916318,236.495665882299,74,547,1,0
"9564",548,103,8.39163179916318,236.495665882299,74,548,1,0
"9565",549,106,8.00669456066946,236.495665882299,74,549,1,0
"9566",550,109,7.99832635983264,236.495665882299,74,550,1,0
"9567",551,106,8.00669456066946,236.495665882299,74,551,1,0
"9568",552,109,7.82259414225941,236.495665882299,74,552,1,0
"9569",553,112,7.81422594142259,236.495665882299,74,553,1,0
"9570",554,107,7.81422594142259,236.495665882299,74,554,1,0
"9571",555,110,7.30794979079498,236.495665882299,74,555,1,0
"9572",556,142,6.84602510460251,236.495665882299,74,556,1,0
"9573",557,144,6.84602510460251,236.495665882299,74,557,1,0
"9574",558,144,6.84602510460251,236.495665882299,74,558,1,0
"9575",559,136,6.97154811715481,236.495665882299,74,559,1,0
"9576",560,139,6.97154811715481,236.495665882299,74,560,1,0
"9577",561,142,6.97154811715481,236.495665882299,74,561,1,0
"9578",562,139,6.97154811715481,236.495665882299,74,562,1,0
"9579",563,136,6.99665271966527,236.495665882299,74,563,1,0
"9580",564,139,6.77489539748954,236.495665882299,74,564,1,0
"9581",565,141,6.77489539748954,236.495665882299,74,565,1,0
"9582",566,146,6.77489539748954,236.495665882299,74,566,1,0
"9583",567,142,7.11297071129707,236.495665882299,74,567,1,0
"9584",568,142,7.11297071129707,236.495665882299,74,568,1,0
"9585",569,140,7.11297071129707,236.495665882299,74,569,1,0
"9586",570,144,7.10041841004184,236.495665882299,74,570,1,0
"9587",571,136,7.10041841004184,236.495665882299,74,571,1,0
"9588",572,141,7.10041841004184,236.495665882299,74,572,1,0
"9589",573,144,6.86192468619247,236.495665882299,74,573,1,0
"9590",574,148,6.86192468619247,236.495665882299,74,574,1,0
"9591",575,151,6.76150627615063,236.495665882299,74,575,1,0
"9592",576,153,6.76150627615063,236.495665882299,74,576,1,0
"9593",577,155,6.73640167364017,236.495665882299,74,577,1,0
"9594",578,158,6.73640167364017,236.495665882299,74,578,1,0
"9595",579,171,6.31464435146443,236.495665882299,74,579,1,0
"9596",580,177,5.57824267782427,236.495665882299,74,580,1,0
"9597",581,132,6.49874476987448,236.495665882299,74,581,1,0
"9598",582,151,5.72217573221757,236.495665882299,74,582,1,0
"9599",583,143,5.91464435146444,236.495665882299,74,583,1,0
"9600",584,141,5.91464435146444,236.495665882299,74,584,1,0
"9601",585,138,5.91464435146444,236.495665882299,74,585,1,0
"9602",586,135,5.99832635983264,236.495665882299,74,586,1,0
"9603",587,131,6.41004184100418,236.495665882299,74,587,1,0
"9604",588,128,6.5581589958159,236.495665882299,74,588,1,0
"9605",589,131,6.6979079497908,236.495665882299,74,589,1,0
"9606",590,129,7.22510460251046,236.495665882299,74,590,1,0
"9607",591,126,7.3255230125523,236.495665882299,74,591,1,0
"9608",592,131,7.3255230125523,236.495665882299,74,592,1,0
"9609",593,135,6.92635983263598,236.495665882299,74,593,1,0
"9610",594,139,6.60585774058577,236.495665882299,74,594,1,0
"9611",595,136,6.75230125523013,236.495665882299,74,595,1,0
"9612",596,133,6.66778242677824,236.495665882299,74,596,1,0
"9613",597,138,6.51297071129707,236.495665882299,74,597,1,0
"9614",598,133,6.51297071129707,236.495665882299,74,598,1,0
"9615",599,138,6.51297071129707,236.495665882299,74,599,1,0
"9616",600,133,6.66778242677824,236.495665882299,74,600,1,0
"9617",601,136,6.66778242677824,236.495665882299,74,601,1,0
"9618",602,134,6.75146443514644,236.495665882299,74,602,1,0
"9619",603,131,6.75983263598326,236.495665882299,74,603,1,0
"9620",604,134,6.75983263598326,236.495665882299,74,604,1,0
"9621",605,130,7.1907949790795,236.495665882299,74,605,1,0
"9622",606,133,7.08200836820084,236.495665882299,74,606,1,0
"9623",607,125,7.16150627615063,236.495665882299,74,607,1,0
"9624",608,128,7.08200836820084,236.495665882299,74,608,1,0
"9625",609,128,7.08200836820084,236.495665882299,74,609,1,0
"9626",610,125,7.08200836820084,236.495665882299,74,610,1,0
"9627",611,130,7.08200836820084,236.495665882299,74,611,1,0
"9628",612,133,7.08200836820084,236.495665882299,74,612,1,0
"9629",613,135,6.67866108786611,236.495665882299,74,613,1,0
"9630",614,133,7.95230125523013,236.495665882299,74,614,1,0
"9631",615,126,7.98577405857741,236.495665882299,74,615,1,0
"9632",616,123,7.98577405857741,236.495665882299,74,616,1,0
"9633",617,125,6.71548117154812,236.495665882299,74,617,1,0
"9634",618,128,6.5673640167364,236.495665882299,74,618,1,0
"9635",619,133,6.5673640167364,236.495665882299,74,619,1,0
"9636",620,128,6.68033472803347,236.495665882299,74,620,1,0
"9637",621,123,6.80585774058577,236.495665882299,74,621,1,0
"9638",622,125,6.7765690376569,236.495665882299,74,622,1,0
"9639",623,122,6.89539748953975,236.495665882299,74,623,1,0
"9640",624,127,6.89539748953975,236.495665882299,74,624,1,0
"9641",625,123,6.95313807531381,236.495665882299,74,625,1,0
"9642",626,126,6.95313807531381,236.495665882299,74,626,1,0
"9643",627,124,6.98242677824268,236.495665882299,74,627,1,0
"9644",628,124,7.32301255230125,236.495665882299,74,628,1,0
"9645",629,127,8.22426778242678,236.495665882299,74,629,1,0
"9646",630,129,8.22426778242678,236.495665882299,74,630,1,0
"9647",631,133,8.11548117154812,236.495665882299,74,631,1,0
"9648",632,150,6.82510460251046,236.495665882299,74,632,1,0
"9649",633,148,6.82510460251046,236.495665882299,74,633,1,0
"9650",634,145,6.8418410041841,236.495665882299,74,634,1,0
"9651",635,128,7.14728033472803,236.495665882299,74,635,1,0
"9652",636,132,7.0092050209205,236.495665882299,74,636,1,0
"9653",637,135,6.9673640167364,236.495665882299,74,637,1,0
"9654",638,138,6.7163179916318,236.495665882299,74,638,1,0
"9655",639,138,6.7163179916318,236.495665882299,74,639,1,0
"9656",640,130,6.7163179916318,236.495665882299,74,640,1,0
"9657",641,133,6.66610878661088,236.495665882299,74,641,1,0
"9658",642,133,6.66610878661088,236.495665882299,74,642,1,0
"9659",643,128,7.37991631799163,236.495665882299,74,643,1,0
"9660",644,129,7.00334728033473,236.495665882299,74,644,1,0
"9661",645,132,6.7581589958159,236.495665882299,74,645,1,0
"9662",646,135,6.7581589958159,236.495665882299,74,646,1,0
"9663",647,122,7.61589958158996,236.495665882299,74,647,1,0
"9664",648,125,7.61589958158996,236.495665882299,74,648,1,0
"9665",649,127,7.14560669456067,236.495665882299,74,649,1,0
"9666",650,129,6.97824267782427,236.495665882299,74,650,1,0
"9667",651,137,6.97824267782427,236.495665882299,74,651,1,0
"9668",652,139,6.97824267782427,236.495665882299,74,652,1,0
"9669",653,136,7.3397489539749,236.495665882299,74,653,1,0
"9670",654,138,7.3397489539749,236.495665882299,74,654,1,0
"9671",655,136,7.3397489539749,236.495665882299,74,655,1,0
"9672",656,139,6.9765690376569,236.495665882299,74,656,1,0
"9673",657,151,5.99163179916318,236.495665882299,74,657,1,0
"9674",658,154,5.99163179916318,236.495665882299,74,658,1,0
"9675",659,151,5.99163179916318,236.495665882299,74,659,1,0
"9676",660,130,6.30543933054393,236.495665882299,74,660,1,0
"9677",661,125,6.30543933054393,236.495665882299,74,661,1,0
"9678",662,133,6.20083682008368,236.495665882299,74,662,1,0
"9679",663,133,6.20083682008368,236.495665882299,74,663,1,0
"9680",664,136,6.20083682008368,236.495665882299,74,664,1,0
"9681",665,134,6.20083682008368,236.495665882299,74,665,1,0
"9682",666,137,6.20083682008368,236.495665882299,74,666,1,0
"9683",667,142,6.20083682008368,236.495665882299,74,667,1,0
"9684",668,136,6.80418410041841,236.495665882299,74,668,1,0
"9685",669,138,6.29205020920502,236.495665882299,74,669,1,0
"9686",670,133,6.90376569037657,236.495665882299,74,670,1,0
"9687",671,130,6.90376569037657,236.495665882299,74,671,1,0
"9688",672,125,6.90376569037657,236.495665882299,74,672,1,0
"9689",673,125,6.90376569037657,236.495665882299,74,673,1,0
"9690",674,125,6.90376569037657,236.495665882299,74,674,1,0
"9691",675,127,6.90376569037657,236.495665882299,74,675,1,0
"9692",676,132,6.04518828451883,236.495665882299,74,676,1,0
"9693",677,127,6.04518828451883,236.495665882299,74,677,1,0
"9694",678,125,6.33891213389121,236.495665882299,74,678,1,0
"9695",679,128,6.33891213389121,236.495665882299,74,679,1,0
"9696",680,131,6.33891213389121,236.495665882299,74,680,1,0
"9697",681,136,5.8744769874477,236.495665882299,74,681,1,0
"9698",682,131,5.8744769874477,236.495665882299,74,682,1,0
"9699",683,139,5.8744769874477,236.495665882299,74,683,1,0
"9700",684,136,5.8744769874477,236.495665882299,74,684,1,0
"9701",685,131,5.8744769874477,236.495665882299,74,685,1,0
"9702",686,118,6.52970711297071,236.495665882299,74,686,1,0
"9703",687,120,6.52970711297071,236.495665882299,74,687,1,0
"9704",688,193,6.07196652719665,236.495665882299,74,688,1,0
"9705",689,196,5.92301255230126,236.495665882299,74,689,1,0
"9706",690,191,5.92301255230126,236.495665882299,74,690,1,0
"9707",691,188,5.92301255230126,236.495665882299,74,691,1,0
"9708",692,180,5.92301255230126,236.495665882299,74,692,1,0
"9709",693,175,5.81338912133891,236.495665882299,74,693,1,0
"9710",694,179,5.81338912133891,236.495665882299,74,694,1,0
"9711",695,171,6.26359832635983,236.495665882299,74,695,1,0
"9712",696,173,6.26359832635983,236.495665882299,74,696,1,0
"9713",697,170,6.34644351464435,236.495665882299,74,697,1,0
