,Unnamed: 0,Unnamed: 0.1,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
794,794,679,3,11,10.0,50.0,5.0,3-11*,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
835,835,684,3,12,24.0,6350.0,264.5833333333333,3-5-7-9-10-12*,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
819,819,685,3,12,24.0,5220.0,217.5,3-5-7-9-13-12*,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
812,812,683,3,12,24.0,4690.0,195.41666666666663,3-5-7-9-12*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
804,804,686,3,12,25.0,630.0,25.2,3-11-10-12*,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
830,830,688,3,12,26.0,6350.0,244.23076923076923,3-5-14-6-9-10-12*,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
851,851,721,3,13,22.0,4060.0,184.54545454545453,3-5-7-9-13*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
848,848,722,3,13,24.0,4060.0,169.16666666666666,3-5-14-6-9-13*,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
861,861,723,3,13,25.0,5350.0,214.0,3-5-7-14-6-9-13*,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
847,847,724,3,13,25.0,4060.0,162.4,3-5-14-7-9-13*,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
865,865,725,3,13,26.0,5870.0,225.7692307692308,3-1-2-5-7-9-13*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
883,883,761,3,14,7.0,200.0,28.57142857142857,3-5-14*,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
884,884,762,3,14,8.0,500.0,62.5,3-5-7-14*,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,890,763,3,14,11.0,1280.0,116.36363636363636,3-1-2-5-14*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
896,896,764,3,14,12.0,1940.0,161.66666666666666,3-1-2-5-7-14*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
885,885,765,3,14,18.0,1640.0,91.11111111111113,3-4-1-2-5-14*,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,900,776,4,5,8.0,400.0,50.0,4-3-5*,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,901,779,4,5,13.0,1040.0,80.0,4-1-3-5*,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,908,780,4,6,13.0,750.0,57.69230769230769,4-3-5-14-6*,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
909,909,781,4,6,14.0,1200.0,85.71428571428571,4-3-5-7-14-6*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
911,911,782,4,6,16.0,1690.0,105.625,4-1-2-5-14-6*,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
914,914,784,4,6,17.0,2400.0,141.17647058823533,4-1-2-5-7-14-6*,7.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
913,913,783,4,6,17.0,2350.0,138.23529411764707,4-3-1-2-5-14-6*,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
933,933,798,4,7,10.0,750.0,75.0,4-3-5-7*,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,937,799,4,7,13.0,1690.0,130.0,4-1-2-5-7*,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,932,800,4,7,13.0,750.0,57.69230769230769,4-3-5-14-7*,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
935,935,802,4,7,15.0,1570.0,104.66666666666669,4-1-3-5-7*,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,936,803,4,7,16.0,1690.0,105.625,4-1-2-5-14-7*,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
950,950,812,4,8,19.0,510.0,26.842105263157894,4-3-5-14-8*,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
951,951,813,4,8,20.0,890.0,44.5,4-3-5-7-14-8*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
953,953,814,4,8,22.0,1220.0,55.45454545454545,4-1-2-5-14-8*,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
952,952,817,4,8,24.0,1180.0,49.16666666666666,4-1-3-5-14-8*,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
986,986,826,4,9,18.0,4110.0,228.3333333333333,4-3-5-7-9*,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
982,982,827,4,9,20.0,4110.0,205.5,4-3-5-14-6-9*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
991,991,829,4,9,21.0,5440.0,259.04761904761904,4-3-5-7-14-6-9*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
987,987,828,4,9,21.0,4920.0,234.28571428571428,4-1-2-5-7-9*,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
979,979,830,4,9,21.0,4110.0,195.7142857142857,4-3-5-14-7-9*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1030,1030,845,4,10,23.0,5620.0,244.34782608695653,4-3-5-7-9-10*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
995,995,846,4,10,24.0,450.0,18.75,4-3-11-10*,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1018,1018,847,4,10,25.0,5620.0,224.8,4-3-5-14-6-9-10*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1033,1033,848,4,10,26.0,6430.0,247.3076923076923,4-1-2-5-7-9-10*,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1012,1012,850,4,10,26.0,5620.0,216.15384615384616,4-3-5-14-7-9-10*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1046,1046,895,4,11,14.0,180.0,12.857142857142858,4-3-11*,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1047,1047,896,4,11,19.0,480.0,25.26315789473684,4-1-3-11*,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1048,1048,897,4,11,25.0,1790.0,71.6,4-1-2-5-3-11*,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1082,1082,903,4,12,28.0,5720.0,204.28571428571428,4-3-5-7-9-13-12*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1074,1074,901,4,12,28.0,5190.0,185.35714285714286,4-3-5-7-9-12*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1065,1065,904,4,12,29.0,810.0,27.931034482758626,4-3-11-10-12*,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1077,1077,907,4,12,30.0,5720.0,190.66666666666663,4-3-5-14-6-9-13-12*,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1068,1068,905,4,12,30.0,5190.0,173.0,4-3-5-14-6-9-12*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1132,1132,951,4,13,26.0,4550.0,175.0,4-3-5-7-9-13*,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1125,1125,952,4,13,28.0,4550.0,162.5,4-3-5-14-6-9-13*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1138,1138,953,4,13,29.0,5370.0,185.17241379310346,4-1-2-5-7-9-13*,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1124,1124,955,4,13,29.0,4550.0,156.89655172413794,4-3-5-14-7-9-13*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1140,1140,957,4,13,30.0,5720.0,190.66666666666663,4-3-5-7-9-12-13*,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1173,1173,1001,4,14,11.0,400.0,36.36363636363637,4-3-5-14*,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1174,1174,1002,4,14,12.0,750.0,62.5,4-3-5-7-14*,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1176,1176,1003,4,14,14.0,1080.0,77.14285714285714,4-1-2-5-14*,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1179,1179,1005,4,14,15.0,1690.0,112.66666666666669,4-1-2-5-7-14*,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1178,1178,1004,4,14,15.0,1640.0,109.33333333333331,4-3-1-2-5-14*,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1193,1193,1025,5,6,5.0,200.0,40.0,5-14-6*,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1194,1194,1026,5,6,6.0,500.0,83.33333333333333,5-7-14-6*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1208,1208,1163,5,6,17.0,4020.0,236.4705882352941,5-7-9-6*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1205,1205,1027,5,6,20.0,4020.0,201.0,5-14-7-9-6*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1210,1210,1040,5,7,2.0,200.0,100.0,5-7*,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,1209,1041,5,7,5.0,200.0,40.0,5-14-7*,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1220,1220,1220,5,7,20.0,4020.0,201.0,5-14-6-9-7*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1250,1250,1068,5,9,10.0,2840.0,284.0,5-7-9*,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1249,1249,1069,5,9,12.0,2840.0,236.66666666666663,5-14-6-9*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1251,1251,1070,5,9,13.0,4020.0,309.23076923076917,5-7-14-6-9*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1248,1248,1071,5,9,13.0,2840.0,218.4615384615384,5-14-7-9*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1240,1240,1072,5,9,29.0,4570.0,157.58620689655172,5-3-11-10-9*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1265,1265,1078,5,10,15.0,4230.0,282.0,5-7-9-10*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1263,1263,1079,5,10,17.0,4230.0,248.82352941176467,5-14-6-9-10*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1266,1266,1080,5,10,18.0,5480.0,304.4444444444445,5-7-14-6-9-10*,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1260,1260,1081,5,10,18.0,4230.0,235.0,5-14-7-9-10*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1252,1252,1082,5,10,24.0,630.0,26.25,5-3-11-10*,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1267,1267,1092,5,11,14.0,280.0,20.0,5-3-11*,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1269,1269,1093,5,11,18.0,1400.0,77.77777777777777,5-2-1-3-11*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1293,1293,1097,5,12,20.0,5470.0,273.5,5-7-9-10-12*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1288,1288,1098,5,12,20.0,4410.0,220.5,5-7-9-13-12*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1286,1286,1096,5,12,20.0,3890.0,194.5,5-7-9-12*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1292,1292,1100,5,12,22.0,5470.0,248.63636363636363,5-14-6-9-10-12*,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1287,1287,1101,5,12,22.0,4410.0,200.45454545454547,5-14-6-9-13-12*,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1309,1309,1112,5,13,18.0,3270.0,181.66666666666663,5-7-9-13*,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1305,1305,1113,5,13,20.0,3270.0,163.5,5-14-6-9-13*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1312,1312,1114,5,13,21.0,4460.0,212.3809523809524,5-7-14-6-9-13*,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1301,1301,1115,5,13,21.0,3270.0,155.71428571428572,5-14-7-9-13*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1311,1311,1116,5,13,22.0,4410.0,200.45454545454547,5-7-9-12-13*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1318,1318,1132,5,14,3.0,0.0,0.0,5-14*,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1319,1319,1133,5,14,4.0,200.0,50.0,5-7-14*,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1339,1339,1170,6,9,7.0,880.0,125.71428571428572,6-9*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1371,1371,1172,6,10,12.0,2150.0,179.16666666666663,6-9-10*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1374,1374,1173,6,10,17.0,3200.0,188.2352941176471,6-14-7-9-10*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1370,1370,1175,6,10,22.0,3890.0,176.8181818181818,6-9-13-12-10*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1366,1366,1174,6,10,22.0,3360.0,152.72727272727272,6-9-12-10*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1372,1372,1177,6,10,27.0,4970.0,184.0740740740741,6-14-7-9-13-12-10*,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1379,1379,1179,6,11,19.0,600.0,31.578947368421048,6-14-5-3-11*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1380,1380,1180,6,11,20.0,1020.0,51.0,6-14-7-5-3-11*,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1385,1385,1181,6,11,22.0,2820.0,128.1818181818182,6-9-10-11*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1382,1382,1182,6,11,23.0,2080.0,90.43478260869566,6-14-5-2-1-3-11*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1384,1384,1183,6,11,24.0,2860.0,119.16666666666669,6-14-7-5-2-1-3-11*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1410,1410,1192,6,12,17.0,3360.0,197.64705882352942,6-9-10-12*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1401,1401,1193,6,12,17.0,2400.0,141.17647058823533,6-9-13-12*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1399,1399,1191,6,12,17.0,1900.0,111.76470588235294,6-9-12*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1411,1411,1195,6,12,22.0,4430.0,201.3636363636364,6-14-7-9-10-12*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1402,1402,1196,6,12,22.0,3410.0,155.0,6-14-7-9-13-12*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1421,1421,1198,6,13,15.0,1290.0,86.0,6-9-13*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1423,1423,1199,6,13,19.0,2400.0,126.31578947368419,6-9-12-13*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1422,1422,1201,6,13,20.0,2280.0,114.0,6-14-7-9-13*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1424,1424,1202,6,13,24.0,3410.0,142.08333333333334,6-14-7-9-12-13*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1454,1454,1224,7,9,8.0,880.0,110.0,7-9*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1456,1456,1225,7,9,11.0,1860.0,169.0909090909091,7-14-6-9*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1474,1474,1226,7,9,14.0,4020.0,287.14285714285717,7-5-14-6-9*,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1457,1457,1371,7,9,34.0,5840.0,171.7647058823529,7-14-5-3-11-10-9*,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1482,1482,1227,7,10,13.0,2150.0,165.38461538461542,7-9-10*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1486,1486,1228,7,10,16.0,3200.0,200.0,7-14-6-9-10*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1483,1483,1231,7,10,23.0,3890.0,169.1304347826087,7-9-13-12-10*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1481,1481,1230,7,10,23.0,3360.0,146.08695652173913,7-9-12-10*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1476,1476,1468,7,10,26.0,1020.0,39.230769230769226,7-5-3-11-10*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1491,1491,1236,7,11,16.0,600.0,37.5,7-5-3-11*,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1490,1490,1237,7,11,19.0,600.0,31.578947368421048,7-14-5-3-11*,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1495,1495,1238,7,11,20.0,2080.0,104.0,7-5-2-1-3-11*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1496,1496,1239,7,11,23.0,2820.0,122.6086956521739,7-9-10-11*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1493,1493,1240,7,11,23.0,2080.0,90.43478260869566,7-14-5-2-1-3-11*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1513,1513,1242,7,12,18.0,3360.0,186.66666666666663,7-9-10-12*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1506,1506,1243,7,12,18.0,2400.0,133.33333333333334,7-9-13-12*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1505,1505,1241,7,12,18.0,1900.0,105.55555555555556,7-9-12*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1521,1521,1245,7,12,21.0,4430.0,210.952380952381,7-14-6-9-10-12*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1508,1508,1246,7,12,21.0,3410.0,162.38095238095238,7-14-6-9-13-12*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1526,1526,1250,7,13,16.0,1290.0,80.625,7-9-13*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1527,1527,1251,7,13,19.0,2280.0,120.0,7-14-6-9-13*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1546,1546,1253,7,13,20.0,3890.0,194.5,7-9-10-12-13*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1528,1528,1252,7,13,20.0,2400.0,120.0,7-9-12-13*,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1548,1548,1254,7,13,22.0,4460.0,202.72727272727272,7-5-14-6-9-13*,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
